0,1,2
"交银国际：沪十二条留有余地 调控没有预期猛
","　　交银国际  何志忠
　　沪正式公布调控措施细则，未有房产税具体措施出台。上海市正式公布了引颈以待的楼市调控细则，共有十二条意见，当中的重点包括：1) 在一定时期内，限制上海和外省居民，在上海只能购买一套商品住房、2) 把开发商应付的土地增值税预征率与项目售价挂钩、3) 积极做好房产税改革试点的准备工作。在最受市场关注的房产税上，未见具体措施落实，是次只再度重申将积极做好各项准备工作。
　　至于其他的调控细则包括严格执行差别化信贷政策、停止发放第三套房贷款、提高预售楼花门槛、全力推进以保障性住房为主的大型居住社区建设，今后5 年新增保障性住房100 万套、逐步放宽廉租住房准入标准等。
　　“限购令”有助压抑投资性购房需求。是次公布的措施中，相当部份的内容实属旧调重弹，惟限制居民购房数目的“限购令”可算是力度较大的措施。上海是继北京、深圳和厦门后，内地第四个主要城市推出“限购令”。由于是次“限购令”未有设定时限，所以理论上日后市政府的操作灵活性较大。此外，由于上海是广泛被认为属投资性购房力量较大的城市，所以这项措施对抑制投资性需求刺激房价上涨的情况，应可带来当头棒喝的作用。
　　把土地增值税与售价挂钩，打击开发商抬价举动。此外，细则亦明确规范了土地增值税的预征办法和监管。细则要求重点对定价超过同区水平的房地产开发项目，进行土地增值税清算和稽查，土地增值税预征率由2%至5%不等。项目均价低于所在区域上年度新楼均价的，预征率为2%；高于但不超过1 倍的，预征率为3.5%；超过1 倍的，预征率为5%。由于现时普遍的征税率只为约2%，所以措施可说是针对开发商定价过高，带头令房价上涨的局面作出抑制。
　　总结措施力度没有比预期猛，房产税应留作最后手段。如前所说，我们认为“限购令”和土地增值税，是试图从压抑需求和开发商抬价这两方面，希望控制房价再上涨的可能性。至于房产税未有出台，我们认为是留待假如房价真的再度上涨，可作为最重和最后的猛药。在近期行业估值未见便宜，消息亦以负面较多的情况下，现时缺乏反弹的理据。

",4
"5月20日四大证券报头版头条内容精华摘要
","　　中国证券报
　　国务院明确稀土行业发展目标 大力发展应用产业
　　中国政府网19日公布的《国务院关于促进稀土行业持续健康发展的若干意见》指出，采取有效措施，切实加强稀土行业管理。用1-2年时间，建立起规范有序的稀土资源开发、冶炼分离和市场流通秩序，基本形成以大型企业为主导的稀土行业格局。
　　国家电网副总舒印彪：全国统一上调电价可能性不大
　　国家电网副总经理舒印彪19日在第14届北京科博会中国能源战略论坛上接受中国证券报记者采访时指出，造成当前“电荒”的主要原因是电力供求关系不平衡。他表示，国家发改委在上调电价前，会与国家电网进行沟通。未来全国范围内统一上调电价的可能性不大，调价仍将分省进行。目前，尚未接到华东地区上调电价通知。
　　民资狂买小金属 为资金寻找新的出口
　　囤油、囤粮、囤盐……在通胀预期下，老百姓囤积生活用品以降低未来的生活成本；投资者将资金投向地产、股市和黄金。但来自江苏无锡的投资者沈兆民(化名)选择了小金属。沈兆民最近又“搞”到了100公斤铟，这是他今年第三次购买这种小金属。
　　　上海证券报
　　中国对稀土业全流程管控
　　昨天，国务院公布“关于促进稀土行业持续健康发展的若干意见”，从稀土行业发展的各个层面进行规范，包括行业整合、严格限产、出口控制、国家收储以及行业监管机构设置等等。这是迄今中央政府层面发布的有关稀土行业发展的最高等级、最全面的政策。
　　央行官员：跨境贸易人民币结算年内扩至全国
　　中国人民银行货币政策二司司长李波昨日在“2011陆家嘴(600663)论坛浦江夜话专场”上表示，央行拟在年内将跨境贸易人民币结算试点扩至全国。同时，央行正在研究推进其他多项资本项目开放政策。
　　民间投资36条细化措施将出台
　　在“民间投资36条”出台一周年之际，记者获悉，鼓励民间投资的步伐仍将继续加快，相关细化措施将陆续出台。国家发改委投资司副司长罗国三昨日在国经中心“经济每月谈”上透露，鼓励和引导民企投资战略性新兴产业实施细则即将印发，中国铁路产业投资基金设计方案试点近期也将报国务院审议。
　　证券时报
　　国务院发布稀土行业发展22条意见
　　为确保稀土行业持续健康发展，国务院昨日发布《关于促进稀土行业持续健康发展的若干意见》，《意见》全文共22条。《意见》指出，将大幅提高稀土资源税征收标准，抑制资源开采暴利。改革稀土产品价格形成机制，加大政策调控力度，逐步实现稀土价值和价格的统一。
　　周小川(专栏)：IMF高管层应更具代表性
　　中国人民银行行长周小川昨日表示，20国集团已经决定国际金融机构的领导人和高级管理层应通过公开、透明、择优的程序选出，用中国的话来说，就是充分考虑德、能、勤、绩来选拔，这样有利于国际货币基金组织(IMF)总裁更有效地领导基金工作。同时，其高级管理层构成也应更好地反映世界经济格局的变化和新兴市场的代表性。
　　A股估值优势显现 社保险资联手增仓
　　在近期市场持续下跌之后，“国家队”资金悄然出手。记者昨天从有关人士处获悉，在市场整体估值再次下移至历史低位后，社保基金和一家大型保险资产管理公司日前对A股进行了增仓。
　　证券日报
　　国务院：用1-2年形成以大企业为主导的稀土行业格局
　　昨日，国务院发布关于促进稀土行业持续健康发展若干意见，明确指出要对稀土资源实施更为严格的保护性开采政策和生态环境保护标准，坚持控制总量和优化存量，加快实施大企业大集团战略，进一步提高稀土行业集中度，巩固和发挥稀土战略性基础产业的重要作用。
　　煤价电价交替上涨 “紧循环”症结如何破解
　　迫于部分地区用电紧张的严峻形势，继此前上调10余省上网电价后，国家发改委近日再次上调了部分地区的电价。不过，尽管此次电价上调后激发了发电企业的积极性，但由此释放的煤炭需求则再次成为推动其价格上涨的主要因素，甚至有业内人士担忧，可能会进入“煤价——电价”交替上涨的恶性循环，这也凸显了需要尽快理顺电价形成机制的迫切性。
　　中国发布首个金融中心城市金融指数
　　作为陆家嘴(600663)金融论坛的重要内容之一，上海金融业联合会19日发布了“2011上海金融景气指数”。这也是中国首度发布金融中心城市金融指数。报告显示，“十一五”期间上海金融业整体发展势头强劲，以年均复合22%的增速，超越上海同期GDP增速1.8倍。同时，金融国际化加速，但金融机构和人才景气程度仍有待提高。

",4
"上海移动在沪首推“副号随意换”业务
","　　C114讯 近日，记者获悉，中国移动上海公司在沪首家推出“副号随意换”的新业务，上海的移动用户不用更换手机和SIM卡，就可再获得一个副号码，主副两个号码可同时待机，并可根据需要自由选择其中任一号码拨打和接听电话、收发短信，用户可保护主号码私密性，将骚扰电话屏蔽在外。据悉，这项“副号随意换”业务，已受到不少上海手机用户的欢迎。
　　记者了解到，上海的移动用户办理“副号随意换”业务，只需支付5元选号费和每月8元的基本功能费，即可在原有的SIM卡上新增一个副号码。用户可使用同一部手机，在主副号中选择任一号码进行电话拨打、接听和短信收发，主副号码的电话与短信资费一致，费用从主号码帐户扣除。用户还可设置副号关机功能或多次更换副号码。这样，用户在不得不留下联系方式时，只需提供副号码，使用副号码完成临时通信后设置副号关机或更换副号，就可轻松摆脱骚扰电话。
　　据悉，上海的移动用户可发送短信“SQFHSYH”到10086申请办理“副号随意换”业务，也可拨打10086服务热线、登录移动门户网站或直接到移动营业厅进行办理。如需了解这项业务详情，用户可登陆www.sh.10086.cn查询。

",5
"短线有休整需要 大盘行情震荡
","
　　广发华福

",4
"互联网上市企业财报靓丽集体免疫金融危机
","　　本报记者 张韬
　　中国互联网企业似乎对金融危机“集体免疫”。近日，海外上市的中国互联网企业陆续发布了二季度财报，最大的亮点是，无论是搜索、门户、网游还是招聘网站，都出现了同比大幅增长。
　　昨日，腾讯公布的二季度财报显示，腾讯第二季度总营收28.78亿元人民币，同比增长79.9%，环比增长14.9%。运营利润为13.98亿元，同比增长82.8%，环比增长20.1%。此前，搜狐公布的第二季度财报显示，总收入为1.27亿美元，同比增长25%，环比增长10%；百度二季度财报同样显示了高增长，第二季度，百度营业收入为10.975亿元人民币，同比增长36.7%，环比增长35.4%。
　　另外，前程无忧近日发布的财报也显示，净利润比去年同期增长7.78%。这是前程无忧连续25个季度实现盈利，财报发布后，其股价大涨23%。
　　与中国互联网靓丽的二季度财报相比，跨国巨头的财报却并不那么起眼。谷歌第二季度营收55.2亿美元，净利润14.8亿美元，同比增长18%；雅虎第二季度净利润为1.41亿美元，较去年同期的1.31亿美元增长8%；微软第四财季营收为130.99亿美元，同比下滑17%；净利润为30.5亿美元，同比下滑29%；美国最大招聘公司 Monster(chinahr的母公司)同期营收下滑37%，净亏损137万美元的业绩。
　　前程无忧CEO甄荣辉认为，在如此艰难的情况下，实现25个季度持续盈利十分不易。不过，虽然中国经济逐步向好，但仍然面临很大困难，将继续影响用户的需求和收入。腾讯CEO马化腾也持有相同观点：“整个行业环境仍充满挑战。我们认为广告主在全球经济复苏更明确和可持续之前，对2009年的广告支出仍持谨慎态度。”

",5
"京东商城：决胜供应链
","　　创新看点：在每年近乎300%的速度增长的同时，京东商城着力于在仓储物流后台上蓄势，这为其未来的转型埋下伏笔。
　　“我们很关注京东商城的仓储物流后台建设做得如何，如果真的做起来了，有可能会和淘宝商城产生竞争。”
　　“我现在买家电，通常会先在国美或者苏宁看看实物，然后到京东商城上去下单。”
　　前一句话，是淘宝高管的担忧，后一句，则是一个普通消费者的购物习惯。
　　这足以体现京东商城的行业地位和消费者对其的认同感。
　　从2003年开始在线销售以来，京东商城以每年近300%的速度增长。2005年京东商城的销售额是3000万元，而2009年的销售额目标是40亿元。
　　从中关村一家名不见经传的路边店，成长为中国最大的消费电子B2C购物平台，京东商城的成长动力是什么？
　　“效率、价格和品质。”京东商城总裁刘强东说。这个长着娃娃脸，总是做思考状的创业者认为，作为渠道平台，京东商城只有不断地提升供应链效率，才能为供应商创造价值。在高效运转的前提下，提供更优惠的价格和有保证的商品品质，才能令消费者获得良好的购物体验，京东商城才得以吸引客户。
　　目前京东商城拥有350万客户，SKU相比于去年增加了1万，达到4万多，平均处理超过2万个订单，客单价800元左右。刘强东透露，在过去的一年时间里，京东商城的老客户购买和新客户增长都呈均衡的态势，并且在增加了新品类的情况下，已有的商品品类销售额也在持续增长，这些都构成了京东商城从去年的13.2亿元销售额跃升到今年40亿元销售额的增长原因。
　　尽管以超线性的速度成长，但是和国美苏宁这两家年销售额以数百亿元计的老前辈比起来，京东商城仍然显得势单力薄。这意味着，京东商城在后台采购时，难以像国美和苏宁一样通过规模优势去打动供应商拿到好价钱。在每分每厘都锱铢必较的零售业，成本控制尤为重要，何况在消费电子和家电行业，渠道商的毛利在3%~5%之间，没有规模优势，进货成本将居高不下。
　　刘强东以另外一种方式打动了供应商，那就是效率。“我们一直追求低成本高效率，是因为我们坚信，如果物流平台效率比供应商更高，而运营成本却低于它们自建电子商务平台，那么京东商城就不会被供应商抛弃，我们的存在就是有价值的。”
　　刘强东做过测算，如果品牌商自己做电子商务的B2C平台，自建物流、配送和货到付款的支付体系的话，每卖100元的货，那么它需要为后端物流体系支付12元~18元的成本。也就是说，品牌商自建电子商务的后台体系的成本是销售额的12%~18%。京东商城却能把成本压到6%左右，这对于消费电子和家电企业来说无疑具有极大的诱惑，在这个行业，很多企业的净利润只有3%~4%，因此后台成本降低5个点，成为京东商城打动供应商的理由。
　　在京东商城，库存周转期是12天，而国美苏宁通常要40天~60天。这对于新品更迭甚过时尚业的消费电子业来说，供应链速度加快一天，则意味着价格可以多坚挺一天，利润也可以更高。对于B2C平台来说，供应链的提速，则依赖于后台仓储物流体系的高效运转。
　　因此，刘强东从今年以来不断加大对仓储物流后台的扩建。在目前拥有北京、上海、广州3个大物流中心、仓储面积达到8万平米的基础上，刘强东分别在成都、宿迁、上海以及北京购买了600亩地，用于新的仓储物流基地的建设。
　　对仓储物流后台建设的迷恋，源自于今年春节期间京东商城的一次物流危机。当时京东商城的订单爆增，远远超出了物流配送能力，导致订单大量延误。春节后刘强东投资2000万元成立了一家快递公司，并且投资逾亿元，在全国布局仓储物流体系。而近期有消息称，京东商城将获得国内B2C平台的最大规模的风险投资，这些资金将用于京东商城进行后台配送能力的改造和优化。
　　布局仓储物流后台，是为了更长远的规划。现在，京东商城的广告语都改成了“要购物，上京东”，而非以前的“买电脑，上京东”。今年京东商城已经在开始尝试销售日用百货，尽管其只占到整体销售额不到2%，但是这无疑表明了京东商城今后要做综合类购物平台的野心。

",5
"传多家私募股权公司与雅虎签保密协议
","　　新浪科技讯 北京时间11月5日早间消息，消息人士表示，雅虎已经与多家有意收购雅虎部分或全部业务的公司签订了保密协议。
　　协议条款存在争议
　　雅虎此前表示，潜在买家必须在本周五之前与雅虎签订协议，以查看雅虎的详细财务报告。消息人士表示，这一截止期限可能被延长至下周，使雅虎有更多时间与其他潜在买家签订协议。
　　上周有消息人士表示，一些私募股权公司目前在是否与雅虎签订保密协议的问题上犹豫不决，因为这样的协议将阻止它们结成收购财团。消息人士称，截至本周四，至少有5家对雅虎有意的私募股权公司尚未与雅虎签订保密协议。
　　多名消息人士表示，这5家尚未签订协议的私募股权公司分别是银湖、Providence Equity Partners、贝恩资本、Hellman & Friedman和百仕通集团。有报道称，这些私募股权公司希望与雅虎的亚洲合作伙伴，例如阿里巴巴(微博)集团和软银合作，共同收购雅虎。
　　消息人士同时表示，一些态度温和，并已经签订保密协议的私募股权公司正在与雅虎就协议条款进行谈判，不过目前尚不清楚协议条款是否会得到修改。
　　消息人士拒绝透露具体有哪些私募股权公司签订了保密协议，一名消息人士称已有“多家公司”同意了雅虎的条款。
　　其他对雅虎有意的私募股权公司包括KKR、TPG Capital和Carlyle Group等。消息人士没有透露这些公司是否签订了保密协议，不过另一名消息人士表示，这3家私募股权公司，以及Providence Equity Partners是最热门的收购者。《纽约时报》本周四报道称，TPG Capital已经与雅虎签订协议。
　　除私募股权公司之外，阿里巴巴集团、微软(微博)和谷歌等战略投资者也有可能参与对雅虎资产的收购。消息人士称，作为交易的一部分，私募股权公司愿意出资价值10亿美元的股份。
　　此外，私募股权公司也在考虑与有限合伙人的合作，包括加拿大养老金计划投资委员会，以及加拿大公共养老金投资委员会。后者近期与Apax Partners合作，收购了Kinetic Concepts。
　　一名消息人士称：“每家公司都有不同的做法，一些与银行合作，一些则没有与银行合作。不过大部分私募股权公司都没有与其他私募股权公司合作。”
　　雅虎的其他选择
　　这一保密协议很可能推动私募股权公司或其他投资方对雅虎资产的收购，不过雅虎董事会仍在考虑其他计划，例如出售公司的20%股份。
　　根据后一计划，收购方以及雅虎两名联合创始人杨致远和大卫·费罗(David Filo)将通过股票回购增持雅虎股份至40%到45%，这将减少雅虎的流通股数量。雅虎将通过借贷来获得股票回购的资金。
　　在这种情况下，雅虎将保留亚洲资产，包括所持阿里巴巴集团约40%的股份，以及35%雅虎日本的股份。通过这种方式，雅虎将获得更多时间，以寻找社交媒体合作伙伴。雅虎可能与Facebook、Twitter或Yelp合作，在不出售公司的情况下实现复苏。
　　雅虎考虑的另一个选择是向亚洲合作伙伴出售亚洲资产，并将收益以一次性分红的方式回馈给股东。消息人士表示：“这有一定的战略合理性，但问题在于相对雅虎的核心业务，亚洲资产具有更大的吸引力。”
　　由于雅虎持有的阿里巴巴集团和雅虎日本股份，任何与雅虎有关的交易都会很复杂。雅虎目前还与微软签订了搜索业务合作协议。雅虎董事会于今年9月解雇了前 CEO卡罗尔·巴茨(Carol Bartz)，并聘请了高盛和Allen & Co对公司进行“综合战略评估”。(维金)
　　新浪科技讯 北京时间11月5日早间消息，消息人士表示，雅虎已经与多家有意收购雅虎部分或全部业务的公司签订了保密协议。
　　协议条款存在争议
　　雅虎此前表示，潜在买家必须在本周五之前与雅虎签订协议，以查看雅虎的详细财务报告。消息人士表示，这一截止期限可能被延长至下周，使雅虎有更多时间与其他潜在买家签订协议。
　　上周有消息人士表示，一些私募股权公司目前在是否与雅虎签订保密协议的问题上犹豫不决，因为这样的协议将阻止它们结成收购财团。消息人士称，截至本周四，至少有5家对雅虎有意的私募股权公司尚未与雅虎签订保密协议。
　　多名消息人士表示，这5家尚未签订协议的私募股权公司分别是银湖、Providence Equity Partners、贝恩资本、Hellman & Friedman和百仕通集团。有报道称，这些私募股权公司希望与雅虎的亚洲合作伙伴，例如阿里巴巴(微博)集团和软银合作，共同收购雅虎。
　　消息人士同时表示，一些态度温和，并已经签订保密协议的私募股权公司正在与雅虎就协议条款进行谈判，不过目前尚不清楚协议条款是否会得到修改。
　　消息人士拒绝透露具体有哪些私募股权公司签订了保密协议，一名消息人士称已有“多家公司”同意了雅虎的条款。
　　其他对雅虎有意的私募股权公司包括KKR、TPG Capital和Carlyle Group等。消息人士没有透露这些公司是否签订了保密协议，不过另一名消息人士表示，这3家私募股权公司，以及Providence Equity Partners是最热门的收购者。《纽约时报》本周四报道称，TPG Capital已经与雅虎签订协议。
　　除私募股权公司之外，阿里巴巴集团、微软(微博)和谷歌等战略投资者也有可能参与对雅虎资产的收购。消息人士称，作为交易的一部分，私募股权公司愿意出资价值10亿美元的股份。
　　此外，私募股权公司也在考虑与有限合伙人的合作，包括加拿大养老金计划投资委员会，以及加拿大公共养老金投资委员会。后者近期与Apax Partners合作，收购了Kinetic Concepts。
　　一名消息人士称：“每家公司都有不同的做法，一些与银行合作，一些则没有与银行合作。不过大部分私募股权公司都没有与其他私募股权公司合作。”
　　雅虎的其他选择
　　这一保密协议很可能推动私募股权公司或其他投资方对雅虎资产的收购，不过雅虎董事会仍在考虑其他计划，例如出售公司的20%股份。
　　根据后一计划，收购方以及雅虎两名联合创始人杨致远和大卫·费罗(David Filo)将通过股票回购增持雅虎股份至40%到45%，这将减少雅虎的流通股数量。雅虎将通过借贷来获得股票回购的资金。
　　在这种情况下，雅虎将保留亚洲资产，包括所持阿里巴巴集团约40%的股份，以及35%雅虎日本的股份。通过这种方式，雅虎将获得更多时间，以寻找社交媒体合作伙伴。雅虎可能与Facebook、Twitter或Yelp合作，在不出售公司的情况下实现复苏。
　　雅虎考虑的另一个选择是向亚洲合作伙伴出售亚洲资产，并将收益以一次性分红的方式回馈给股东。消息人士表示：“这有一定的战略合理性，但问题在于相对雅虎的核心业务，亚洲资产具有更大的吸引力。”
　　由于雅虎持有的阿里巴巴集团和雅虎日本股份，任何与雅虎有关的交易都会很复杂。雅虎目前还与微软签订了搜索业务合作协议。雅虎董事会于今年9月解雇了前 CEO卡罗尔·巴茨(Carol Bartz)，并聘请了高盛和Allen & Co对公司进行“综合战略评估”。(维金)

",5
"[北京]历史新冰点 佳能500D套机惊爆4K2
","   【IT168 行情】佳能的单反相机市场关注度非常的高，尤其是佳能的入门单反系列，今年更是表现非常出色，有着入门明星之称的佳能500D更是倍受青睐，整机拥有了1510万有效像素，而且支持高清拍摄功能，在入门单反相机中算是较为超值的，近期价格再度回落，笔者从相机之家了解到，该机套机最新低价位4200元整，同时还送4G存储卡，喜欢的用户不妨参考下。

",5
"无网络不智能 原道再推三款互联网MP4
","　　【PConline 资讯】毫无疑问，互联网功能必定是未来MP4不可或缺甚至是最核心的一部分。自原道首次提出“智能MP4“概念以来，MP4的核心应用已悄然发生了改变，从以往的多媒体发展到现在的智能系统和互联网，这其中每一步的发展和进化都给使用者带来了更高的产品附加值和应用体验价值。现如今，互联网在原道MP4上已得到了广泛的应用，其意义不仅仅是对现有功能应用的拓宽，我们还应当看到它代表了未来MP4的一种动态发展趋势。现在，MP4互联网化的大幕已经揭开，你准备好了吗？

",5
"快讯：伯克希尔哈撒韦第三季度每股收益1380美元
","　　新浪财经讯 北京时间11月5日凌晨消息 亿万富翁投资者、“股神”沃伦-巴菲特(Warren Buffet)麾下伯克希尔哈撒韦(BRK)第三季度每股收益1380美元，远低于去年同期的每股收益1814美元。


",4
"红鼎创业投资董事长刘晓人做客VC人生
","　　新浪科技讯 9月21日消息，今天上午10时30分，红鼎投资董事长刘晓人做客新浪财经中心“VC人生”与广大网友进行了深入切实的交流。以上是视频实录。 


",5
"刘銮雄介入恒大地产 留意认购证28287
","　　万银证券
　　最近恒大地产（hk03333）活动频繁，再以9.8以在长春收购了两幅商住地皮，面积达29万平方米后，4月份累计回购土地达90万平方米。最近华人置业的主席刘銮雄(微博 专栏)发行票据介入共46.8亿的恒大地产，透过出手旗下一大型地产项目49%的股权引入华人置业的资金助阵！这是在当前货币收缩，""影子银行""被限制后，另一个或许资金的通道，保证企业的正常运行，有利于企业的整体资金流通和发展。
　　技术面上，恒大地产自3月18日以来，地产板块萎靡不振的时候，连续逆市拉升，目前5日10日均线马上再次金叉，这轮行情体现出了恒大地产的抗跌性强的特性。
　　后市如果看好恒大地产（HK3333）可以留意认购证28287恒大中银一零七购，实际杠杆7.48，引申波幅39.93%，街货量8.34%，到期日2011-7-25。
欢迎发表评论  我要评论

",4
"硬盘容量极速扩张 时尚版易PC曝光
","作者：Buffy
　　超便携电脑易PC 904是华硕特别针对易粉需求而推出的新款产品。除了具备以往推出系列易PC的“易学、易用、易携带”核心优势，易PC904还特别配备了晶钻漾彩的时尚外观设计，另外，在容量上也大有升级，80G超大容量可以充分满足用户对硬盘容量的需求。
　　和第二代易PC一样，易PC904采用了8.9寸液晶屏，用户视觉效果相对更为舒适。另外，易PC采用了全尺寸型键盘，即便是男性用户敲打使用键盘也是得心应手，极具舒适度。在外观上，华硕针对易PC904的外观设计采用了时下流行的晶钻漾彩技术，搭配经典的黑白双色系，顿显时尚品味。 
　　具体的配置上，易PC904最大的区别在于硬盘容量的迅速扩展，80G的大容量对于一些追求空间的用户来说是一个实用的选择。易PC904采用Intel Mobile处理器，配备DDR II 1GB内存，显示分辨率高达1024×600，所有网页宽度都能完全显示。另外，易PC904同样采用了“灵指”（Free-touch）多点触控技术，双指轻拨即可缩放文件、调整图像，随时随地听你“指令”。 
　　在具体应用上，易PC904的Windows XP版操作系统能提供更高保证的软件兼容性，同时拥有Windows Live，电子相册、Hotmail、MSN messenger等软件，让Windows XP版易PC更加鲜活动人。Linus版本附送超过40种应用程序，完全满足日常工作、学习、娱乐所需，图形界面，易于操作。 
　　北京利用奥运加大了对无线网络覆盖城市的建设，这将使得易PC功能和应用能得到充分施展的好机会，用户无论是要上网搜索时尚资讯，看看奥运直播，随身影音娱乐，或是网上冲浪、户外移动办公，你都可以轻松自在、无拘无束，尽显小资情怀。 


",5
"联想网上旗舰店开业
","　　中国电子制造业的大佬们开始认识到网上商城的巨大价值。昨日，中国最大的电脑厂商、全球500强企业联想集团在淘宝网的旗舰店正式开业。联想集团大中华及俄罗斯区笔记本营销部总经理张华表示：“经过几年的发展，网络购物平台和用户都已经日趋成熟，网络交易模式有着很大的商业机会。因此，我们选择在网上开设商城。”
　　商报解读
　　联想从去年开始已经将中国的电脑市场细分为四五级市场和六级及以下的新兴乡镇市场。在渠道上联想已经在中国大地上无处不在。但是就是这样的情况，联系还积极开设网上商城，这充分说明网上商城对于企业营销的重要性。应该说互联网营销已经“逆袭”线下营销渠道。
　　实际上网络营销最大的好处不仅仅体现在它可以把触角伸向中国最偏僻的乡镇，同时它还为用户带来了意想不到的低价。这次在联想网上商城预售的S9笔记本电脑以2999元的售价刷新了联想历史上最低纪录。
　　商报记者 罗添 


",5
"BP出售油田谈判搁浅 钻井经理将出席听证会
","　　新浪财经讯 北京时间7月19日上午消息，据国外媒体报道，据一位知情人士表示，英国石油公司(BP)与美国阿帕奇公司(Apache Corp。)就出售阿拉斯加普拉德霍湾(Prudhoe Bay)大油田一半股权的谈判上周末延迟了两次，引发人们对这桩交易是否能最终完成的诸多疑虑。
　　据该知情人士称，7月16日BP与阿帕奇的谈判进展缓慢，一直进行到深夜，而不得不推迟到周六。昨日谈判进程因一系列争议问题再次遭遇挫败，这些问题涉及双方交易价格、目前与未来的法律责任等问题。
　　该人士称，BP与阿帕奇可能将为此项交易再次作一次谈判努力。上周据两位知情人士称，这两家公司有望就阿帕奇以100亿至110亿美元现金收购BP的阿拉斯加普拉德霍湾大油田一半股权达成协议。
　　BP与阿帕奇的发言人均拒绝置评。
　　阿帕奇是美国最大的独立油气勘探和开发企业。若此次与阿帕奇的谈判失败，BP旨在恢复投资者信心，筹资弥补漏油所造成损失的计划将遭到重挫。
　　据美国政府专家小组估计，到7月15日封堵住油井前，马孔多油井的日漏油量达3.5万到6万桶之间。在发现其附近海底存在疑似漏油后，美国政府官员昨天要求BP提交重新启动油井的报告。
　　此外，本周，“深水水平线”石油钻井平台的主要决策人唐纳德-维德林(Donald Vidrine)将就事故原因进行解释。 维德林被要求在今天开始举行的路易斯安娜州有关事故原因调查听证会上作证，他定于明天出席听证会。
　　4名前联邦检察官称，如果美国司法部发现维德林与另一位BP钻井经理罗伯特卡鲁扎(Robert Kaluza)由于其操作行为而导致爆炸事故，他们将面临刑事起诉。其他赞成钻井操作决定的BP雇员及经理也可能面临同样的境遇。
　　前美国纽约东部联邦检察长办公室诉讼人斯坦阿尔珀特(Stan Alpert)表示，一旦定罪，BP经理及高层可能将面临牢狱之灾，BP可能将支付数十亿美元的罚款。(方原)

",4
"盘面解读：八大机构预测今日市场走向
","
　　方正证券：指数难有大作为 个股行情牛气冲天
　　大盘在春节之前仍将处于反复震荡的箱体运行之中，在操作上就要敢于采取高抛低吸的策略，股票涨多了要舍得卖，跌多了要敢于买，不能墨守成规，在变动的市场中寻找市场规律，特别是板块轮动的规律。
　　安信证券：两大因素令市场重回调整格局
　　受海外战略投资者减持中资银行，以及一季度面临上市公司业绩超预期下滑双重因素影响，昨日A股市场重回调整走势。我们认为，在这两种因素的交互影响下，虽然市场短期震荡难免，但近期市场流动性的持续大幅改善也将支持A股估值中枢的稳定。
　　西部证券：窄幅区间震荡是一月主基调
　　因政府强有力的保增长、促消费政策预期与经济前景不乐观、上市公司盈利下滑的综合因素影响，区间震荡仍是近期市场的主要趋势。临近春节所剩的11个交易日里，随着两市量能的逐步萎缩，观望情绪会使得市场整体性机会较为有限。
　　世基投资：两阴PK两阳 新年第一周能否艳阳高照
　　今年股市的总体环境大大好于去年，一是市场的资金面极为宽松，一季度将有1.22万亿元央票到期，流动性得以大大改善；二是大盘从6100点跌到1600点后，股票价格大幅打折，风险充分释放，机会大大增加。近来增量资金不断入场，明显是冲着股市盈利机会剧增而来的。 
　　智多盈投资：蝴蝶效应再度侵袭 贺岁行情寻找新平衡点
　　目前已有多家公司下调了全年业绩预期，整体上市公司2008年业绩情况将不容乐观，A股市场估值压力并没有根本性消除。再加上外围市场动荡加剧对国内市场的扰动，A股市场融冰之旅可谓是艰难反复。而在多空交织、市场反复博弈的情况下，A股市场牛年的贺岁行情将演绎新的平衡，并有望成为未来转折的起点。
　　华泰证券：逢低布局确定性增长股
　　投资者应根据年报业绩的增长主线，把握机构资金有备而来的、在宏观调控态势下增长前景明确的新兴产业、内需拉动和科技信息等预增股的投资机会，寻找年报业绩增长所带来的投资机会。
　　北京首证：历史新年第一周大盘大多上涨
　　一是该缺口出现的位置却不太重要，日线形态也对短线反弹较为有利；二是量能进一步缩减，近日有效的弹升空间很可能将会受限；三是历史走势显示，过去18年的新年第一周大多是上涨而不是下跌的。因此，尽管近日两市很可能仍将延续低姿态整理局面，但本周大盘股指下跌的几率却相当小。
　　高华证券：银行股有不确定因素 等待更好买入时机
　　尽管中国的银行相对其它许多新兴市场的银行具有相对较强的基本面，即中国银行业的资本和流动性状况较为稳健，由于集中前期放贷短期内贷款增长强劲而且宏观环境具有支撑力，但是我们认为09年上半年可能将出现买入中国银行股的更好时机。(书明)
下一交易日大盘走势判断
您目前的仓位

",4
